tokenID;name;description;fee_recipient;seller_fee_basis_points;file_name;image;external_url;attributes[Frame];attributes[Background];attributes[Holy Smoke];attributes[Darkness And Light];attributes[Bit];attributes[Cock Ring];attributes[Cum Shot];Dna
7755;BiT #7755;BiT #7755  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7755.png;https://opensea.io/collection/bit-69/7755.png;https://TattooCalypso.com/NFTs;Common Chocolate;Common Alpha Blue;Rare Sex Bomb;Common Green Dream;Common Naturtal;Emerald Relic;Common Right Handed;16c2ead32b68865c6945ea17fc16b1a4
7756;BiT #7756;BiT #7756  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7756.png;https://opensea.io/collection/bit-69/7756.png;https://TattooCalypso.com/NFTs;Rare Abyss Blue;Common Atomik Yellow;Rare Sex Bomb;Common Light And Dark;Rare Miss Piggy Bit;Common Cool Gray;Common Point Blanc;1ee17f7f8e0d422e43793ec7651c971e
7757;BiT #7757;BiT #7757  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7757.png;https://opensea.io/collection/bit-69/7757.png;https://TattooCalypso.com/NFTs;Leviathan Purple Relic;Crimson Red Relic;Legendary Euphoria Blue;Common Light And Dark;Rare Miss Piggy Bit;Lavender Relic;Common Right Handed;d88c639a0828f49d81de52d39111c9fc
7758;BiT #7758;BiT #7758  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7758.png;https://opensea.io/collection/bit-69/7758.png;https://TattooCalypso.com/NFTs;Rare Abyss Blue;Common Atomik Yellow;Rare Sex Bomb;Common Light And Dark;Purr Pull Relic Bit;Common Cool Gray;Common Right Handed;ca70b3bc5cb5a25781b0d53bd88c6433
7759;BiT #7759;BiT #7759  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7759.png;https://opensea.io/collection/bit-69/7759.png;https://TattooCalypso.com/NFTs;Leviathan Purple Relic;Crimson Red Relic;Legendary Euphoria Blue;Rare Black Corners;Common Lolypop;Rare Flamboyant Orange;Legendary Fireman;7e9228306053926295df808812253d08
7760;BiT #7760;BiT #7760  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7760.png;https://opensea.io/collection/bit-69/7760.png;https://TattooCalypso.com/NFTs;Common Chocolate;Legendary Papaya Pink;Common Rosee;Common Green Dream;Common Lolypop;Common Frog;Rare Left Handed;f11386befac88bce31696137c83ab277
7761;BiT #7761;BiT #7761  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7761.png;https://opensea.io/collection/bit-69/7761.png;https://TattooCalypso.com/NFTs;Common Chocolate;Common Alpha Blue;Mellow Yellow Relic;Common Light And Dark;Rare Miss Piggy Bit;Emerald Relic;Common Point Blanc;e9a466237ad2e177b4dfb6fbfbd020da
7762;BiT #7762;BiT #7762  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7762.png;https://opensea.io/collection/bit-69/7762.png;https://TattooCalypso.com/NFTs;Common Chocolate;Crimson Red Relic;Rare Lily Myst;Common Light And Dark;Common Lolypop;Legendary Pazuzu Blue;Common Right Handed;62f40388b9a3acd3d43423306c5a6691
7763;BiT #7763;BiT #7763  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7763.png;https://opensea.io/collection/bit-69/7763.png;https://TattooCalypso.com/NFTs;Leviathan Purple Relic;Crimson Red Relic;Legendary Euphoria Blue;Common Green Dream;Common Lolypop;Rare Vert De Gris;Interrupted Coitus Relic;1d07553ffaa0bab18eedc3baad745061
7764;BiT #7764;BiT #7764  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7764.png;https://opensea.io/collection/bit-69/7764.png;https://TattooCalypso.com/NFTs;Rare Abyss Blue;Rare Panty Pink;Common Orange Sift;Ocean Spray Relic;Common Lolypop;Emerald Relic;Rare Left Handed;cbb4e643eabe3726010eb345d2578041
7765;BiT #7765;BiT #7765  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7765.png;https://opensea.io/collection/bit-69/7765.png;https://TattooCalypso.com/NFTs;Common Corroded;Common Atomik Yellow;Rare Sex Bomb;Rare Black Corners;Common Naturtal;Common Frog;Rare Left Handed;193e76745f4087674384560f02358b3f
7766;BiT #7766;BiT #7766  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7766.png;https://opensea.io/collection/bit-69/7766.png;https://TattooCalypso.com/NFTs;Leviathan Purple Relic;Rare Bumbelbee;Common Rosee;Rare Black Corners;Purr Pull Relic Bit;Common Cool Gray;Common Point Blanc;8690b612a77b187baa133f8781d00a67
7767;BiT #7767;BiT #7767  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7767.png;https://opensea.io/collection/bit-69/7767.png;https://TattooCalypso.com/NFTs;Legendary Royal Blue;Common Alpha Blue;Common Orange Sift;Ocean Spray Relic;Legendary Zombi;Celestial Gold;Common Right Handed;420e561d3a78bdf6f4b6997d02ca61d3
7768;BiT #7768;BiT #7768  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7768.png;https://opensea.io/collection/bit-69/7768.png;https://TattooCalypso.com/NFTs;Common Chocolate;Turquoise Relic;Common Orange Sift;Common Light And Dark;Rare Smurf Bit;Lavender Relic;Common Right Handed;4428e78a11dc372e449c2f0fd568e81f
7769;BiT #7769;BiT #7769  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7769.png;https://opensea.io/collection/bit-69/7769.png;https://TattooCalypso.com/NFTs;Common Chocolate;Common Atomik Yellow;Common Orange Sift;Common Light And Dark;Rare Miss Piggy Bit;Common Kaki;Common Right Handed;885254a17ca3e6af5ec4fe081038dbcb
7770;BiT #7770;BiT #7770  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7770.png;https://opensea.io/collection/bit-69/7770.png;https://TattooCalypso.com/NFTs;Common Chocolate;Common Alpha Blue;Common Rosee;Common Green Dream;Common Lolypop;Emerald Relic;Celestial Prince Albert;dcad664c433b30cbcda516764b96ea1b
7771;BiT #7771;BiT #7771  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7771.png;https://opensea.io/collection/bit-69/7771.png;https://TattooCalypso.com/NFTs;Common Corroded;Legendary Papaya Pink;Common Orange Sift;Common Light And Dark;Rare Smurf Bit;Emerald Relic;Legendary Fireman;98a2116c577629ffc9acd6822db44138
7772;BiT #7772;BiT #7772  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7772.png;https://opensea.io/collection/bit-69/7772.png;https://TattooCalypso.com/NFTs;Common Chocolate;Rare Rare Apple Green;Rare Lily Myst;Ocean Spray Relic;Rare Smurf Bit;Common Frog;Celestial Prince Albert;c44fa1ce29cfb24a14dbbf8bc3a272bc
7773;BiT #7773;BiT #7773  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7773.png;https://opensea.io/collection/bit-69/7773.png;https://TattooCalypso.com/NFTs;Common Corroded;Common Atomik Yellow;Common Orange Sift;Rare Black Corners;Rare Smurf Bit;Common Cool Gray;Common Right Handed;a3f7b5ff1cc468530fd22d42d0ddaf8e
7774;BiT #7774;BiT #7774  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7774.png;https://opensea.io/collection/bit-69/7774.png;https://TattooCalypso.com/NFTs;Legendary Royal Blue;Common Atomik Yellow;Rare Lily Myst;Common Green Dream;Rare Smurf Bit;Common Frog;Common Right Handed;dd819e1760bfbe024e6d4275e07ef789
7775;BiT #7775;BiT #7775  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7775.png;https://opensea.io/collection/bit-69/7775.png;https://TattooCalypso.com/NFTs;Leviathan Purple Relic;Common Atomik Yellow;Legendary Euphoria Blue;Rare Black Corners;Common Lolypop;Emerald Relic;Legendary Fireman;74830e006fb017536d163e803fd03b3f
7776;BiT #7776;BiT #7776  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7776.png;https://opensea.io/collection/bit-69/7776.png;https://TattooCalypso.com/NFTs;Legendary Royal Blue;Rare Panty Pink;Common Orange Sift;Rare Black Corners;Common Naturtal;Rare Cassanova Red;Rare Fountain;871201e099b1b29798e5311ad09341f0
7777;BiT #7777;BiT #7777  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7777.png;https://opensea.io/collection/bit-69/7777.png;https://TattooCalypso.com/NFTs;Leviathan Purple Relic;Common Alpha Blue;Legendary Euphoria Blue;Common Green Dream;Legendary Zombi;Common Kaki;Rare Fountain;66d598205f4ec61620a32cb1db9c8166
7778;BiT #7778;BiT #7778  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7778.png;https://opensea.io/collection/bit-69/7778.png;https://TattooCalypso.com/NFTs;Common Chocolate;Legendary Papaya Pink;Legendary Euphoria Blue;Common Green Dream;Legendary Zombi;Common Cool Gray;Rare Left Handed;512375ef4b66527d9f3c48e0690f92e4
7779;BiT #7779;BiT #7779  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;7779.png;https://opensea.io/collection/bit-69/7779.png;https://TattooCalypso.com/NFTs;Rare Abyss Blue;Common Alpha Blue;Common Rosee;Common Green Dream;Common Lolypop;Rare Vert De Gris;Common Right Handed;b7beecbf109f307d266f54ce6cd96c36
